day,IS_MEMBER,COUNT,AVG_DURATION,MIN_DURATION,MAX_DURATION,STDDEV_DURATION,year_month,dayofweek,weeknum
2021-09-15,false,10077,22.330653964,1,1437,37.21803492590913,2021-9,3,37
2021-09-15,true,14416,12.526983907,1,479,14.131781035764892,2021-9,3,37
2021-09-16,false,12048,22.848190571,1,1363,43.230720530534541,2021-9,4,37
2021-09-16,true,14741,13.100671596,1,833,17.14413057494691,2021-9,4,37
2021-09-17,false,13430,24.416157856,1,1360,41.368558581936163,2021-9,5,37
2021-09-17,true,13172,13.641132706,1,1142,22.389212746909198,2021-9,5,37
2021-09-18,false,19585,28.747459791,1,1336,49.991362509553923,2021-9,6,37
2021-09-18,true,12909,15.483383686,1,1245,24.968061845271219,2021-9,6,37
2021-09-19,false,16681,28.283436245,1,1293,41.581020080650404,2021-9,7,37
2021-09-19,true,11695,15.633518598,1,1351,25.947378691139548,2021-9,7,37
2021-09-20,false,7979,21.606216318,1,1119,39.485382954453684,2021-9,1,38
2021-09-20,true,11770,12.065420561,1,479,13.299317497287104,2021-9,1,38
2021-09-21,false,6569,19.001217841,1,1322,43.948138505547604,2021-9,2,38
2021-09-21,true,11468,11.371555633,1,1224,17.935283131642077,2021-9,2,38
2021-09-22,false,5842,17.182129408,1,1235,35.183784639023578,2021-9,3,38
2021-09-22,true,11063,11.358944229,1,828,19.45759946727004,2021-9,3,38
2021-09-23,false,7581,18.857538583,1,1360,41.218638298824651,2021-9,4,38
2021-09-23,true,12871,11.691943128,1,785,15.620806619651765,2021-9,4,38
2021-09-24,false,11389,21.84300641,1,1387,43.638049114674835,2021-9,5,38
2021-09-24,true,13155,13.097757507,1,1318,23.271618907729195,2021-9,5,38
2021-09-25,false,17436,25.965473733,1,1424,42.839883670438532,2021-9,6,38
2021-09-25,true,12490,14.491273018,1,479,16.029829951042153,2021-9,6,38
2021-09-26,false,14725,28.276332767,1,1426,48.6042475118674,2021-9,7,38
2021-09-26,true,11575,14.724665227,1,1000,23.950711642263663,2021-9,7,38
2021-09-27,false,8369,23.05592066,1,1147,41.595241998384964,2021-9,1,39
2021-09-27,true,13032,12.534146716,1,1063,28.411198396857021,2021-9,1,39
2021-09-28,false,8270,20.990689238,1,1161,42.373676382749764,2021-9,2,39
2021-09-28,true,14138,12.081977649,1,1154,20.935866588821572,2021-9,2,39
2021-09-29,false,8659,20.23039612,1,1427,41.680391509059262,2021-9,3,39
2021-09-29,true,14526,12.515214099,1,998,19.361777665590463,2021-9,3,39
2021-09-30,false,9117,20.079741143,1,1400,39.49662568658497,2021-9,4,39
2021-09-30,true,14619,12.063273822,1,867,17.875006792270462,2021-9,4,39
